,restaurante,puntuacion
4740,L'Équilibre,"4,9"
4741,Briket' Bistrot,"4,7"
4742,La Table de Pablo,"4,4"
4743,Cécile,"4,8"
4744,L'Olivier,"4,7"
4745,Hyacinthe & Robert,"4,5"
4746,Le Bistrot de Villedieu,"4,4"
4747,Le Saisonnier,"4,8"
4748,Le Margote,"4,4"
4749,Le Patio by Lou Caléou,"4,5"
4750,Les Plaisirs,"4,9"
4751,La Petite Grange,"4,6"
4752,Brasserie d'Asten,"4,3"
4753,Bergamote,"4,8"
4754,Hostellerie Saint-Clément,"4,5"
4755,La Récré,"4,8"
4756,Le Biniou,"4,8"
4757,L'IØDE,"4,8"
4758,L'Arbre Vert,"4,8"
4759,Cabane,"4,7"
4760,L'Estacade,"4,5"
4761,La Croix Blanche,"4,7"
4762,L'Ermitage,"4,4"
4763,Les Loges du Jardin d'Aymeric,"4,6"
4764,La Tête au Loup,"4,7"
4765,Le Bistrot 270,"4,3"
4766,O2C,"4,8"
4767,L'Envers du Décor,"4,9"
4768,Bistrot d'Antoine,"4,5"
4769,Le Bistrot d'Antoine,"4,6"
4770,Le Clos Saint Martin - La Métairie,"4,7"
4771,Côté Bastide,"4,8"
4772,Le Bon Temps,"4,7"
4773,La Fourchette à Droite,"4,8"
4774,Jeanette,"4,7"
4775,La Petite Ourse,"4,9"
4776,Baca'v,"4,7"
4777,Bird,"4,7"
4778,Auberge de La Mère Duval,"4,7"
4779,La Pomme d'Or,"4,8"
4780,Les 7,"4,8"
4781,Café de la Fontaine,"4,2"
4782,L'Auberge du Pas de Vent,"4,4"
4783,La Maison de Kerdiès,"4,6"
4784,Chez les Anges,"4,3"
4785,La Chatellenie,"4,6"
4786,Téjérina - Hôtel de la Place,"4,7"
4787,Le Garriane,"4,7"
4788,La Table du Pouyaud,"4,4"
4789,20 Eiffel,"4,3"
4790,Manger & Dormir sur la Plage,"4,5"
4791,Auberge de Port Vallières,"4,5"
4792,Chez Davia,"4,2"
4793,Le Bouche à Oreille,"4,7"
4794,L'Altévic,"4,3"
4795,C'la Vie,"4,7"
4796,Le Comptoir de La Butte,"4,6"
4797,Brigade du Tigre,"4,7"
4798,Au Bon Accueil,"4,5"
4799,La Maison de Marie,"4,6"
4800,Ti-Coz,"4,8"
4801,Kalamansi,"4,9"
4802,La Table,"4,6"
4803,Le Malu,"4,9"
4804,La Table du Fleuve,"4,2"
4805,Spica,"4,8"
4806,Fidelis,"4,8"
4807,Cozna,"4,8"
4808,Restaurant Anne & Matthieu Omont - Hôtel de France,"4,6"
4809,La Loge Bertin,"4,7"
4810,La Safranière,"4,8"
4811,L'Alezan,"4,7"
4812,Le Clos Saint Roch,"4,6"
4813,Voyages des Sens,"4,7"
4814,L'Atelier Locavore,"4,6"
4815,Les Dilettants,"4,7"
4816,Le Bastion,"4,9"
4817,Mova,"4,8"
4818,L'Épicerie,"4,9"
4819,La Croix d'Or,"4,8"
4820,L'Océanide,"4,4"
4821,L'AO - L'Aigle d'Or,"4,7"
4822,Le Pré Saint Jean,"4,7"
4823,La Chênaie,"4,3"
4824,Le 62,"4,7"
4825,Auberge de l'Abbaye,"4,7"
4826,Le Cheval d'Or,"4,3"
4827,Ô Moulin,"4,8"
4828,Auberge Metzger,"4,8"
4829,Le Cygne,"4,6"
4830,Auberge La Gaillotière,"4,6"
4831,L'Assiette au Jardin,"4,6"
4832,Bistrot 1954,"3,9"
4833,Kisin,"4,6"
4834,Bistrot Louise,"4,8"
4835,Les Trois Bourgeons,"4,7"
4836,Fleur de Sel,"4,7"
4837,Simple et Meilleur,"4,4"
4838,Le Laurier Fleuri,"4,6"
4839,L'Artichaut,"4,6"
4840,Villa Mirasol - Bistrot 1912,"4,6"
4841,A Mandria di Pigna,"4,6"
4842,La Ferme de Victorine,"4,6"
4843,Agastache,"4,9"
4844,Les Grands Arbres - Verte Vallée,"4,2"
4845,Le Cèpe,"4,4"
4846,Pica Pica,"4,5"
4847,Lai'Tcha,"4,3"
4848,La Beaugravière,"4,4"
4849,L'Éden,"4,7"
4850,Les Arpents,"4,7"
4851,Olive & Artichaut,"4,6"
4852,Le Bistrot de Guillaume,"4,8"
4853,La Fleur de Sel,"4,4"
4854,La Capitelle,"4,5"
4855,Le Cerisier,"4,5"
4856,La Cour de Rémi,"4,7"
4857,In-Fine,"4,8"
4858,Au Bon Accueil,"4,6"
4859,L'Auberge du Pont des Pierres,"4,9"
4860,Le Jardin Les Crayères,"4,6"
4861,L'Arôme,"4,6"
4862,La Falène Bleue,"4,7"
4863,La Ferme du Poulet,"4,4"
4864,Paris Méditerranée,"4,6"
4865,Le Tilleul de Sully,"4,8"
4866,Le Brélévenez,"4,8"
4867,Auberge de l'Île,"4,7"
4868,SaQuaNa,"4,6"
4869,Sodade,"4,4"
4870,Le Confidentiel,"4,8"
4871,La Chaize Gourmande,"4,7"
4872,Le Jean Moulin,"4,6"
4873,Perle des Vosges,"4,6"
4874,Manoir de la Pommeraie,"4,7"
4875,Winstub À Côté,"4,5"
4876,La Table d'Élise,"4,6"
4877,Les Mets d'Adélaïde,"4,8"
4878,Sellae,"4,6"
4879,Le Beaujolais,"4,6"
4880,Le Rousseau,"4,4"
4881,Sépia,"4,5"
4882,Nougier,"4,5"
4883,L'Ardoise,"4,5"
4884,Balsamique,"4,6"
4885,Quai 17,"4,2"
4886,Lou Pinatou,"4,8"
4887,La Table d'Auzeville,"4,6"
4888,Au Pont Corbeau,"4,4"
4889,Le Muratore,"4,4"
4890,Terrone,"4,3"
4891,Rubino,"4,6"
4892,Grain Street,"4,5"
4893,Commando,"4,7"
4894,Specht,"4,3"
4895,Mochi,"4,6"
4896,Meierei im Stadtpark,"4,2"
4897,Vestibül,"4,5"
4898,Gasthof Auerhahn,"4,7"
4899,MAST Weinbistro,"4,8"
4900,ONYX,"4,2"
4901,Woracziczky,"4,7"
4902,Zunzum Gastrobar,"4,4"
4903,Ofício,"4,5"
4904,À Mesa,"4,3"
4905,Gruta,"4,8"
4906,Rio by Paulo André,"4,9"
4907,Taberna A Laranjinha,"4,6"
4908,Casa Mattos,"4,6"
4909,O Parreirinha,"4,6"
4910,Solar dos Nunes,"4,3"
4911,Solar do Forcado,"4,6"
4912,Carnal,"4,3"
4913,Casal da Penha,"4,7"
4914,Dom Joaquim,"4,6"
4915,Vila do Peixe,"4,3"
4916,Xtoria,"4,7"
4917,Machado,"4,5"
4918,Casinha Velha,"4,6"
4919,Tasquinha da Linda,"4,6"
4920,Camelo,"4,5"
4921,Semea by Euskalduna,"4,2"
4922,CHECKin,"4,5"
4923,Ó Balcão,"4,5"
4924,Carvalho,"4,6"
4925,O Frade,"4,4"
4926,Marquês de Marialva,"4,7"
4927,Arkhe,"4,8"
4928,Avista,"4,6"
4929,O Típico,"4,4"
4930,Mário Luso,"4,6"
4931,O Javali,"4,4"
4932,Dóri,"4,6"
4933,In Diferente,"4,8"
4934,3 Pipos,"4,7"
4935,Casa Chef Victor Felisberto,"4,6"
4936,O Marinheiro,"4,6"
4937,Solar do Bacalhau,"4,4"
4938,Avenida,"4,5"
4939,One Degree North,"4,3"
4940,A Flower Blossom on the Rice,"4,0"
4941,Pildong Myeonok,"4,2"
4942,Yukjeon Hoekwan,"3,9"
4943,Hadongkwan,"3,6"
4944,Woo Lae Oak,"4,2"
4945,Filleter,"5,0"
4946,Base is nice,"4,7"
4947,Yurimmyeon,"3,9"
4948,Samcheongdong Sujebi,"4,0"
4949,Jungin Myeonok,"4,0"
4950,Myeongdong Kyoja,"4,2"
4951,Jinmi Pyeongyang Naengmyeon,"4,2"
4952,Yangyang Memil Makguksu,"4,1"
4953,Tasty Cube,"4,2"
4954,Jaha Son Mandu,"3,8"
4955,Kyodaiya,"4,3"
4956,Egg & Flour,"4,3"
4957,Limbyungjoo Sandong Kalguksu,"4,1"
4958,Tuk Tuk Noodle Thai,"4,1"
4959,Hwa Hae Dang,"4,2"
4960,Mimi Myeonga,"4,1"
4961,Subaru,"4,1"
4962,Hwangsaengga Kalguksu,"4,2"
4963,Bongsanok,"4,3"
4964,Menten,"4,4"
4965,Daesungjip,"4,3"
4966,Piyangkong Halmani,"3,9"
4967,Halmaejip,"4,0"
4968,Gaeseong Mandu Koong,"4,1"
4969,Nampo Myeonok,"3,8"
4970,Hwanggeum Kongbat,"4,3"
4971,Kyoyang Siksa,"4,3"
4972,Mijin,"4,0"
4973,Mapo Ok,"4,2"
4974,Soi Mao,"4,4"
4975,Yonggeumok,"4,0"
4976,Goobok Mandu,"4,1"
4977,Buchon Yukhoe,"4,4"
4978,Okdongsik,"4,3"
4979,EL ALMA,"4,1"
4980,Sobadokoro Toki,"4,1"
4981,Renkonya,"4,3"
4982,Mishina,"4,2"
4983,Chukasoba Uemachi,"4,2"
4984,The New World,"3,8"
4985,KORISU,"4,5"
4986,Hiiragitei,"4,3"
4987,WASHOKU TOKU,"4,2"
4988,Mendokoro Janomeya,"4,0"
4989,Okonomiyaki Shimizu,"3,5"
4990,CLIMA,"4,1"
4991,Tonkatsu KATSU Hana,"4,7"
4992,Choshoku Kishin,"4,3"
4993,Aozora blue,"3,9"
4994,Kanesho,"4,0"
4995,Naniwa Okina,"4,3"
4996,Madam Koran,"4,2"
4997,Shigetsu,"4,6"
4998,Sushisho Nehachi,"4,6"
4999,Sushitsune,"4,0"
5000,Ogimachi Udonya Asuro,"4,4"
5001,Sakamoto Sushi,"4,4"
5002,Canton Shunsai Ikki,"4,5"
5003,Tan,"4,2"
5004,Kamigata Rainbow,"4,2"
5005,Sosakukappo Otani,"4,8"
5006,Kushikatsu Gojoya,"4,6"
5007,Juu-go,"4,6"
5008,Kiji,"3,7"
5009,Fuyacho 103,"3,7"
5010,Sushi Marumine,"4,6"
5011,Oryori Menami,"4,1"
5012,Shitennoji Hayauchi,"4,4"
5013,via del emme,"4,4"
5014,Ryori Rihaku,"4,4"
5015,Ryoriya Otaya,"4,5"
5016,Synergy,"4,3"
5017,Indoshokudo TADKA,"4,3"
5018,Oryori Amenimomakezu,"4,6"
5019,Kannomiho,"4,4"
5020,Nikomi Kimura,"4,1"
5021,YI PAN CAI TANAKA,"4,3"
5022,Muginoyoake,"3,9"
5023,Vegan Ramen UZU,"4,3"
5024,Mescita Pane e Vino,"4,4"
5025,Udonya Kisuke,"4,2"
5026,Yoshoku Izumi,"4,7"
5027,Mugito Mensuke,"4,4"
5028,Itsutsu,"4,2"
5029,Rittoku Gogasha,"3,9"
5030,gastroteka bimendi,"4,0"
5031,La Petite Scène,"3,6"
5032,Asperge Blanche,"4,3"
5033,Macauda,"4,1"
5034,Ramen Touhichi,"4,0"
5035,Bistro des Chenapans,"4,1"
5036,Ramen Kuon,"4,0"
5037,Shunten Shin,"4,5"
5038,Chinese Noodles ROKU,"3,9"
5039,Tonkatsu Ichiban,"4,4"
5040,Shibosai Sumiyoshi,"4,6"
5041,Pontocho Masuda,"4,1"
5042,Ramen Hayato,"3,9"
5043,Sobakiri Gaku,"4,4"
5044,Kyoudon Kisoba Okakita,"4,3"
5045,Washoku Haru,"4,0"
5046,Oryori Maeshiro,"4,7"
5047,Kitashinchi Shien,"4,2"
5048,Pizzeria da Ciro,"4,7"
5049,Okonomiyaki Mizuno,"3,8"
5050,Tsuneya Densuke,"4,4"
5051,Doshincho Washoku Zui,"4,6"
5052,Sobakiri Arabompu,"4,3"
5053,Bistro Yanagihara,"4,4"
5054,Chukasoba Mugen,"4,0"
5055,Kappo Takohachi,"4,3"
5056,SEction D'or,"4,3"
5057,Honkaku Teuchiudon Taiga,"3,9"
5058,Unagiya,"4,4"
5059,PIZZERIA MARITA,"4,4"
5060,La bonne tâche,"4,3"
5061,UDONZIN Beat,"3,9"
5062,Sushidokoro Kaihara,"4,2"
5063,Jukuseibuta Kawamura,"4,5"
5064,Kyogoku Kaneyo,"3,8"
5065,Teishokudo Kongoseki,"4,3"
5066,Hachidori,"4,2"
5067,DEUX FILLES,"4,7"
5068,Kosai Fukumimi,"4,1"
5069,KARA-KUSA curry,"4,6"
5070,BOCCA del VINO,"4,1"
5071,au soleil couchant,"4,4"
5072,KOBUSHI Ramen,"3,6"
5073,Tonkatsu Daiki,"4,5"
5074,Naniwa Menjiro,"4,1"
5075,Soba Takama,"4,3"
5076,Udondokoro Shigemi,"4,4"
5077,Gion Yorozuya,"3,8"
5078,Nonkiya Mune,"4,6"
5079,Gombei,"3,9"
5080,Taiho,"4,1"
5081,Hommachi Seimenjo Chukasobakobo,"4,1"
5082,Yakitori Matsuri,"4,6"
5083,Fuyacho Honda,"5,0"
5084,Sobashubo Ichii,"4,5"
5085,Shokudo Akari,"4,6"
5086,Ayamedo,"4,2"
5087,HUNTER,"4,6"
5088,Sambongi Shoten,"4,4"
5089,Shichiku Kiko,"4,8"
5090,kushiage 010,"4,4"
5091,Kushiage toshico,"4,5"
5092,Suigyo Murabayashi,"4,4"
5093,Koneser Grill,"4,7"
5094,alewino,"4,6"
5095,Kieliszki na Próżnej,"4,5"
5096,Divinis,"4,5"
5097,Dejvická 34 by Tomáš Černý,"4,6"
5098,The Eatery,"4,8"
5099,Na Kopci,"4,8"
5100,Eska,"4,5"
5101,Casa Santo Antônio,"4,6"
5102,Nit,"4,6"
5103,Brasserie Victória,"4,6"
5104,Manioca,"4,9"
5105,Charco,"4,6"
5106,Le Bife,"4,7"
5107,Miam Miam,"4,6"
5108,Cepa,"4,5"
5109,Mocotó,"4,7"
5110,Più,"4,6"
5111,Corrutela,"4,5"
5112,Maria e o Boi,"4,2"
5113,Ama.zo,"4,6"
5114,Tordesilhas,"4,8"
5115,Balaio IMS,"4,6"
5116,Zena Caffè,"4,5"
5117,Pici Trattoria,"4,5"
5118,Banzeiro,"4,8"
5119,Tanit,"4,7"
5120,Petí Gastronomia,"4,6"
5121,Fitó,"4,5"
5122,Komah,"4,9"
5123,Arturito,"4,4"
5124,A Baianeira,"4,9"
5125,Didier,"4,7"
5126,Artigiano,"4,3"
5127,Barú Marisquería,"4,6"
5128,Ecully - Perdizes,"4,5"
5129,A Casa do Porco,"4,5"
5130,Bistrot de Paris,"4,6"
5131,AE!! Café & Cozinha,"4,4"
